"2018-08-22","G-82036518","ES0133745036","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA FIJA MIXTA EURO","FI_MIX","No","0.02"," ","70095465.81","2490,00","-2.65","-2.5","-2.25","6.93","-2.2","-3.81"
"2018-08-22","G-81569873","ES0138987039","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA FIJA MIXTA EURO","FI_MIX","No","0.016"," ","199631653.55","7839,00","-2.31","-1.99","-2.17","5.4","-1.46","-2.85"
"2018-08-22","E-28751246","ES0133865032","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIBLE MIXTO EURO","EQ_MIX","No","0.0225"," ","46434684.36","4585,00","-1.72","-3.42","-0.2","19.53","3.62","-1.32"
"2018-08-22","G-82181314","ES0133875031","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIBLE MIXTO EURO","EQ_MIX","No","0.0225"," ","31330373.63","1467,00","-3.08","-3.34","-2.33","10.41","-2.36","-4.83"
"2018-08-23","G-78880663","ES0115063036","0182 - POPULAR GESTION PRIVADA","0094 - RBC INVESTOR SERVICES ESPA?A ","RENTA VARIABLE EURO","EQ_LOCAL","No","0.0225","0.004","18125572.15","524,00","2.35","-2.12","2.2","37.42","13.69","3.12"
"2018-08-22","G-82766783","ES0133524035","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIABLE NACIONAL","EQ_LOCAL","No","0.015"," ","96681144.07","2158,00","-1.79","-4.92","-1.04","26.8","-0.58","-4.74"
"2018-08-22","G-80323355","ES0133871030","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIABLE NACIONAL","EQ_LOCAL","No","0.0225"," ","66650286.52","3934,00","-4.43","-5.31","-1.77","17.38","-6.83","-8.74"
"2018-08-23","V-84295450","ES0168844035","0182 - POPULAR GESTION PRIVADA","0094 - RBC INVESTOR SERVICES ESPA?A ","RENTA FIJA INTERNACIONAL","FI_INTERNATIONAL","No","0.0125","0.001","3923729.88","146,00","-0.89","-0.17","-0.87","19.85","-3.26","-0.92"
"2018-08-22","G-84234871","ES0133501033","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA FIJA INTERNACIONAL","FI_INTERNATIONAL","S","0.01","0.001","13944586.5","560,00","3.89","1.74","6.66","14.84","-0.65","2.08"
"2018-08-22","G-84542539","ES0133478034","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA FIJA INTERNACIONAL","FI_INTERNATIONAL","S","0.013","0.001","23538996.06","1077,00","-1.54","0,00","-0.62","12.81","8.22","-0.83"
"2018-08-22","V-86098431","ES0133486003","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA FIJA INTERNACIONAL","FI_INTERNATIONAL","No","0.013","0.001","5645831.67","445,00","-5.75","-1.69","-3.71","5.21","0.72","-6.47"
"2018-08-22"," ","ES0157037005","0182 - POPULAR GESTION PRIVADA","0094 - RBC INVESTOR SERVICES ESPA?A ","RENTA FIJA MIXTA INTERNACIONAL","FI_MIXINT","No"," "," ","57243277.76","312,00","-1.57","-0.85","-1,00","n.d.","0.32","-1.26"
"2018-08-22","G-83047118","ES0133578031","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA FIJA MIXTA INTERNACIONAL","FI_MIXINT","S","0.016"," ","916567152.33","39054,00","-1.54","-0.78","-0.99","4.01","-0.76","-1.12"
